ID,Bird species,Gender,Purchase Date,Purchase Cost,Purchased From,Weight at Purchase,Age at Purchase,Hatched Date,Remark,Breeding at Purchase,Subspecies
,WHITE SPECTACALLED AMAZON ,FEMALE,1997-03-21,45000,Unknown,0,0,1997-03-21,None,3,Amazon
,WHITE SPECTACALLED AMAZON ,FEMALE,1997-03-21,35000,Unknown,0,0,1997-03-21,None,3,Amazon
,WHITE SPECTACALLED AMAZON ,FEMALE,1997-03-21,30000,Unknown,0,0,1997-03-21,None,3,Amazon
,WHITE SPECTACALLED AMAZON ,MALE,1997-03-21,35000,Unknown,0,0,1997-03-21,None,3,Amazon
,BLUE STREAK LORI ,FEMALE,1997-03-21,3/21/1997,Unknown,0,0,2024,None,3,Lori
,BLUE STREAK LORI ,MALE,1997-03-21,3/21/1997,Unknown,0,0,2024,None,3,Lori
,COCONUT LORI ,FEMALE,1997-03-21,3/21/1997,Unknown,0,0,1,None,3,Lori
,COCONUT LORI ,FEMALE,1997-03-21,3/21/1997,Unknown,0,0,1,None,3,Lori
,COCONUT LORI ,MALE,1997-03-21,0,Unknown,0,0,1,None,3,Lori
,COCONUT LORI ,MALE,1997-03-21,0,Unknown,0,0,1,None,3,Lori
,FORESTENS LORI ,FEMALE,1997-03-21,3/21/1997,Unknown,0,0,2024,None,3,Lori
,FORESTENS LORI ,FEMALE,1997-03-21,3/21/1997,Unknown,0,0,2024,None,3,Lori
,FORESTENS LORI ,FEMALE,1997-03-21,3/21/1997,Unknown,0,0,2024,None,3,Lori
,FORESTENS LORI ,FEMALE,1997-03-21,3/21/1997,Unknown,0,0,2024,None,3,Lori
,FORESTENS LORI ,FEMALE,1997-03-21,3/21/1997,Unknown,0,0,2024,None,3,Lori
,FORESTENS LORI ,FEMALE,1997-03-21,3/21/1997,Unknown,0,0,2024,None,3,Lori
,MA1997-03-21IMILLIAN PIONUS ,MALE,1997-03-21,0,Unknown,0,0,1,None,3,Pionus
,WHITE FRONTED PIONUS ,FEMALE,1997-03-21,0,Unknown,0,0,1,None,3,Pionus
,WHITE FRONTED PIONUS ,FEMALE,1997-03-21,0,Unknown,0,0,1,None,3,Pionus
,WHITE FRONTED PIONUS ,MALE,1997-03-21,0,Unknown,0,0,1,None,3,Pionus
,BLUE THROATED MACAW ,FEMALE,2024-01-01,1250000,Unknown,0,0,1997-03-21,None,1,Macaw
,BLUE THROATED MACAW ,MALE,2024-01-01,1250000,Unknown,0,0,1997-03-21,None,1,Macaw
,BARE EYED COCKATOO ,FEMALE,2024-01-01,85000,udumaliapet,0,3,1997-03-21,None,0,Cockatoo
,BARE EYED COCKATOO ,MALE,2024-01-01,85000,Unknown,0,3,1997-03-21,None,0,Cockatoo
,BLUE EYED COCKATOO ,FEMALE,2024-01-01,350000,Unknown,0,3,1997-03-21,None,0,Cockatoo
,BLUE EYED COCKATOO ,FEMALE,2024-01-01,350000,Unknown,0,3,1997-03-21,None,0,Cockatoo
,BLUE EYED COCKATOO ,MALE,2024-01-01,350000,Unknown,0,3,1997-03-21,None,0,Cockatoo
,BLUE EYED COCKATOO ,MALE,2024-01-01,350000,Unknown,0,3,1997-03-21,None,0,Cockatoo
,BLUE FRONTED AMAZON ,FEMALE,2024-01-01,75000,Unknown,0,0,1997-03-21,None,3,Amazon
,BLUE FRONTED AMAZON ,FEMALE,2024-01-01,75000,Unknown,0,0,1997-03-21,None,3,Amazon
,BLUE FRONTED AMAZON ,MALE,2024-01-01,75000,Unknown,0,0,1997-03-21,None,3,Amazon
,BRONZE WINGED PIONUS ,FEMALE,2024-01-01,52500,Unknown,0,0,1997-03-21,None,3,Pionus
,BRONZE WINGED PIONUS ,FEMALE,2024-01-01,52500,Unknown,0,0,1997-03-21,None,3,Pionus
,BRONZE WINGED PIONUS ,FEMALE,2024-01-01,75000,Unknown,0,0,1997-03-21,None,3,Pionus
,BRONZE WINGED PIONUS ,MALE,2024-01-01,75000,Unknown,0,0,1997-03-21,None,3,Pionus
,CITRON CRESTED COCKATOO ,FEMALE,2024-01-01,600000,Unknown,0,0,1997-03-21,None,3,Cockatoo
,CRIMSON WINGED PARROT ,FEMALE,2024-01-01,17500,Unknown,0,0,1997-03-21,None,3,Parrot
,CRIMSON WINGED PARROT ,MALE,2024-01-01,17500,Unknown,0,0,1997-03-21,None,3,Parrot
,CUBAN AMAZON ,FEMALE,2024-01-01,125000,Unknown,0,0,1997-03-21,None,3,Amazon
,CUBAN AMAZON ,FEMALE,2024-01-01,125000,Unknown,0,0,1997-03-21,None,3,Amazon
,CUBAN AMAZON ,MALE,2024-01-01,125000,Unknown,0,0,1997-03-21,None,3,Amazon
,CUBAN AMAZON ,MALE,2024-01-01,70000,Unknown,0,0,1997-03-21,None,3,Amazon
,DUCORPS COCKATOO ,FEMALE,2024-01-01,125000,Unknown,0,0,1997-03-21,None,3,Cockatoo
,DUCORPS COCKATOO ,MALE,2024-01-01,125000,Unknown,0,0,1997-03-21,None,3,Cockatoo
,DUSKY PIONUS ,FEMALE,2024-01-01,75000,Unknown,0,0,1997-03-21,None,3,Pionus
,DUSKY PIONUS ,FEMALE,2024-01-01,75000,Unknown,0,0,1997-03-21,None,3,Pionus
,DUSKY PIONUS ,FEMALE,2024-01-01,75000,Unknown,0,0,1997-03-21,None,3,Pionus
,DUSKY PIONUS ,MALE,2024-01-01,75000,Unknown,0,0,1997-03-21,None,3,Pionus
,DUSKY PIONUS ,MALE,2024-01-01,75000,Unknown,0,0,1997-03-21,None,3,Pionus
,DUSKY PIONUS ,MALE,2024-01-01,75000,Unknown,0,0,1997-03-21,None,3,Pionus
,GOLDIES LORI ,FEMALE,2024-01-01,45000,Unknown,0,0,1997-03-21,None,3,Lori
,GOLDIES LORI ,MALE,2024-01-01,45000,Unknown,0,0,1997-03-21,None,3,Lori
,LESSER SULPHUR CRESTED COCKATOO ,FEMALE,2024-01-01,300000,Unknown,0,0,1997-03-21,None,3,Cockatoo
,LESSER SULPHUR CRESTED COCKATOO ,MALE,2024-01-01,300000,Unknown,0,0,1997-03-21,None,3,Cockatoo
,SCALLY BREASTED LORI ,FEMALE,2024-01-01,90000,Unknown,0,0,1997-03-21,None,3,Lori
,SCALLY BREASTED LORI ,FEMALE,2024-01-01,35000,Unknown,0,0,1997-03-21,None,3,Lori
,SCALLY BREASTED LORI ,FEMALE,2024-01-01,20000,Unknown,0,0,1997-03-21,None,3,Lori
,SCALLY BREASTED LORI ,FEMALE,2024-01-01,20000,Unknown,0,0,1997-03-21,None,3,Lori
,SCALLY BREASTED LORI ,MALE,2024-01-01,90000,Unknown,0,0,1997-03-21,None,3,Lori
,SCALLY BREASTED LORI ,MALE,2024-01-01,10000,Unknown,0,0,1997-03-21,None,3,Lori
,SCALLY BREASTED LORI ,MALE,2024-01-01,10000,Unknown,0,0,1997-03-21,None,3,Lori
,SCALLY BREASTED LORI ,MALE,2024-01-01,20000,Unknown,0,0,1997-03-21,None,3,Lori
,SCARLET MACAW ,FEMALE,2024-01-01,800000,Unknown,0,0,1997-03-21,None,3,Macaw
,WHITE SPECTACALLED AMAZON ,MALE,2024-01-01,30000,Unknown,0,0,1997-03-21,None,3,Amazon
,WHITE SPECTACALLED AMAZON ,MALE,2024-01-01,30000,Unknown,0,0,1997-03-21,None,3,Amazon
,GREEN WING MACAW ,FEMALE,2023-01-01,350000,Unknown,0,1,1997-03-21,None,0,Macaw
,GREEN WING MACAW ,MALE,2023-01-01,200000,Unknown,0,1,1997-03-21,None,0,Macaw
,BLACK CAP LORI ,FEMALE,2023-01-01,42500,Unknown,0,0,1997-03-21,None,3,Lori
,BLACK CAP LORI ,MALE,2023-01-01,42500,Unknown,0,0,1997-03-21,None,3,Lori
,BLUE AND GOLD MACAW ,MALE,2023-01-01,150000,Unknown,0,0,1997-03-21,None,3,Macaw
,BLUE THROATED MACAW ,FEMALE,2023-01-01,612500,Unknown,0,1,1997-03-21,None,3,Macaw
,BLUE THROATED MACAW ,MALE,2023-01-01,612500,Unknown,0,1,1997-03-21,None,3,Macaw
,BUFFON MACAW ,FEMALE,2023-01-01,1000000,Unknown,0,0,1997-03-21,None,3,Macaw
,BUFFON MACAW ,MALE,2023-01-01,1000000,Unknown,0,0,1997-03-21,None,3,Macaw
,CHATTERING LORI ,FEMALE,2023-01-01,55000,Unknown,0,0,1997-03-21,None,3,Lori
,ECLECTUS PARROT ,FEMALE,2023-01-01,100000,Unknown,0,0,1997-03-21,None,3,Parrot
,ECLECTUS PARROT ,MALE,2023-01-01,100000,Unknown,0,0,1997-03-21,None,3,Parrot
,GOFFINS COCKATOO ,FEMALE,2023-01-01,57000,Unknown,0,0,1997-03-21,None,3,Cockatoo
,GOFFINS COCKATOO ,MALE,2023-01-01,57000,Unknown,0,0,1997-03-21,None,3,Cockatoo
,GOLDIES LORI ,MALE,2023-01-01,65000,Unknown,0,0,1997-03-21,None,3,Lori
,HANHNS MACAW ,FEMALE,2023-01-01,50000,Unknown,0,0,1997-03-21,None,3,Macaw
,HANHNS MACAW ,FEMALE,2023-01-01,50000,Unknown,0,0,1997-03-21,None,3,Macaw
,HANHNS MACAW ,FEMALE,2023-01-01,50000,Unknown,0,0,1997-03-21,None,3,Macaw
,HANHNS MACAW ,MALE,2023-01-01,50000,Unknown,0,0,1997-03-21,None,3,Macaw
,HANHNS MACAW ,MALE,2023-01-01,50000,Unknown,0,0,1997-03-21,None,3,Macaw
,HANHNS MACAW ,MALE,2023-01-01,50000,Unknown,0,0,1997-03-21,None,3,Macaw
,LILAC CROWNED AMAZON ,FEMALE,2023-01-01,150000,Unknown,0,0,1997-03-21,None,3,Amazon
,LILAC CROWNED AMAZON ,MALE,2023-01-01,150000,Unknown,0,0,1997-03-21,None,3,Amazon
,MA1997-03-21IMILLIAN PIONUS ,FEMALE,2023-01-01,42500,Unknown,0,0,1997-03-21,None,3,Pionus
,MA1997-03-21IMILLIAN PIONUS ,MALE,2023-01-01,42500,Unknown,0,0,1997-03-21,None,3,Pionus
,MILITARY MACAW ,FEMALE,2023-01-01,1000000,Unknown,0,0,1997-03-21,None,3,Macaw
,MILITARY MACAW ,MALE,2023-01-01,1000000,Unknown,0,0,1997-03-21,None,3,Macaw
,MULLUCAN COCKATOO ,FEMALE,2023-01-01,350000,Unknown,0,0,1997-03-21,None,3,Cockatoo
,MULLUCAN COCKATOO ,MALE,2023-01-01,350000,Unknown,0,0,1997-03-21,None,3,Cockatoo
,RED FRONTTED MACAW ,FEMALE,2023-01-01,850000,Unknown,0,0,1997-03-21,None,3,Macaw
,RED FRONTTED MACAW ,MALE,2023-01-01,850000,Unknown,0,0,1997-03-21,None,3,Macaw
,RED LORED AMAZON ,FEMALE,2023-01-01,110000,Unknown,0,0,1997-03-21,None,3,Amazon
,RED LORED AMAZON ,MALE,2023-01-01,110000,Unknown,0,0,1997-03-21,None,3,Amazon
,RED LORI ,FEMALE,2023-01-01,42500,Unknown,0,0,1997-03-21,None,3,Lori
,RED LORI ,FEMALE,2023-01-01,42500,Unknown,0,0,1997-03-21,None,3,Lori
,RED LORI ,MALE,2023-01-01,42500,Unknown,0,0,1997-03-21,None,3,Lori
,RED LORI ,MALE,2023-01-01,42500,Unknown,0,0,1997-03-21,None,3,Lori
,SCARLET MACAW ,FEMALE,2023-01-01,1000000,Unknown,0,0,1997-03-21,None,3,Macaw
,SCARLET MACAW ,FEMALE,2023-01-01,1000000,Unknown,0,0,1997-03-21,None,3,Macaw
,SCARLET MACAW ,FEMALE,2023-01-01,1000000,Unknown,0,0,1997-03-21,None,3,Macaw
,SCARLET MACAW ,FEMALE,2023-01-01,600000,Unknown,0,0,1997-03-21,None,3,Macaw
,SCARLET MACAW ,FEMALE,2023-01-01,775000,Unknown,0,0,1997-03-21,None,3,Macaw
,SCARLET MACAW ,MALE,2023-01-01,1000000,Unknown,0,0,1997-03-21,None,3,Macaw
,SCARLET MACAW ,MALE,2023-01-01,1000000,Unknown,0,0,1997-03-21,None,3,Macaw
,SCARLET MACAW ,MALE,2023-01-01,1000000,Unknown,0,0,1997-03-21,None,3,Macaw
,SCARLET MACAW ,MALE,2023-01-01,1000000,Unknown,0,0,1997-03-21,None,3,Macaw
,SCARLET MACAW ,MALE,2023-01-01,600000,Unknown,0,0,1997-03-21,None,3,Macaw
,SCARLET MACAW ,MALE,2023-01-01,775000,Unknown,0,0,1997-03-21,None,3,Macaw
,SEVERE MACAW ,FEMALE,2023-01-01,90000,Unknown,0,0,1997-03-21,None,3,Macaw
,SEVERE MACAW ,MALE,2023-01-01,90000,Unknown,0,0,1997-03-21,None,3,Macaw
,SOUTHERN MEALY AMAZON ,FEMALE,2023-01-01,65000,Unknown,0,0,1997-03-21,None,3,Amazon
,SOUTHERN MEALY AMAZON ,MALE,2023-01-01,65000,Unknown,0,0,1997-03-21,None,3,Amazon
,STELLA LORI ,FEMALE,2023-01-01,170000,Unknown,0,0,1997-03-21,None,3,Lori
,STELLA LORI ,FEMALE,2023-01-01,170000,Unknown,0,0,1997-03-21,None,3,Lori
,STELLA LORI ,MALE,2023-01-01,170000,Unknown,0,0,1997-03-21,None,3,Lori
,UMBRELLA COCKATOO ,FEMALE,2023-01-01,190000,Unknown,0,0,1997-03-21,None,3,Cockatoo
,UMBRELLA COCKATOO ,FEMALE,2023-01-01,165000,Unknown,0,0,1997-03-21,None,3,Cockatoo
,UMBRELLA COCKATOO ,MALE,2023-01-01,190000,Unknown,0,0,1997-03-21,None,3,Cockatoo
,UMBRELLA COCKATOO ,MALE,2023-01-01,165000,Unknown,0,0,1997-03-21,None,3,Cockatoo
,VOILET NECKED LORI ,FEMALE,2023-01-01,60000,Unknown,0,0,1997-03-21,None,3,Lori
,VOILET NECKED LORI ,FEMALE,2023-01-01,67500,Unknown,0,0,2022,None,3,Lori
,VOILET NECKED LORI ,MALE,2023-01-01,60000,Unknown,0,0,1997-03-21,None,3,Lori
,VOILET NECKED LORI ,MALE,2023-01-01,67500,Unknown,0,0,2022,None,3,Lori
,WHITE FRONTED PIONUS ,FEMALE,2023-01-01,45000,Unknown,0,0,1997-03-21,None,3,Pionus
,WHITE FRONTED PIONUS ,MALE,2023-01-01,45000,Unknown,0,0,1997-03-21,None,3,Pionus
,WHITE SPECTACALLED AMAZON ,FEMALE,2023-01-01,70000,Unknown,0,0,1997-03-21,None,3,Amazon
,WHITE SPECTACALLED AMAZON ,MALE,2023-01-01,70000,Unknown,0,0,1997-03-21,None,3,Amazon
,YELLOW BACK CHATTERING LORI ,FEMALE,2023-01-01,50000,Unknown,0,0,1997-03-21,None,3,Lori
,YELLOW BACK CHATTERING LORI ,MALE,2023-01-01,50000,Unknown,0,0,1997-03-21,None,3,Lori
,ORNATE LORI ,FEMALE,2022-01-01,37500,Unknown,0,2,1997-03-21,None,0,Lori
,ORNATE LORI ,MALE,2022-01-01,37500,Unknown,0,2,1997-03-21,None,0,Lori
,CITRON CRESTED COCKATOO ,MALE,2022-01-01,150000,Unknown,0,0,1997-03-21,None,3,Cockatoo
,ILLIGER MACAW ,FEMALE,2022-01-01,75000,Unknown,0,0,1997-03-21,None,3,Macaw
,ILLIGER MACAW ,MALE,2022-01-01,75000,Unknown,0,0,1997-03-21,None,3,Macaw
,MA1997-03-21IMILLIAN PIONUS ,FEMALE,2022-01-01,35000,Unknown,0,0,1997-03-21,None,3,Pionus
,MA1997-03-21IMILLIAN PIONUS ,MALE,2022-01-01,35000,Unknown,0,0,1997-03-21,None,3,Pionus
,MA1997-03-21IMILLIAN PIONUS ,MALE,2022-01-01,35000,Unknown,0,0,1997-03-21,None,3,Pionus
,OLIVE SWAINSON LORI ,FEMALE,2022-01-01,37500,Unknown,0,0,1997-03-21,None,3,Lori
,OLIVE SWAINSON LORI ,MALE,2022-01-01,37500,Unknown,0,0,1997-03-21,None,3,Lori
,OLIVE SWAINSON LORI ,MALE,2022-01-01,37500,Unknown,0,0,1997-03-21,None,3,Lori
,PERFECT LORI ,FEMALE,2022-01-01,40000,Unknown,0,0,1997-03-21,None,3,Lori
,PERFECT LORI ,MALE,2022-01-01,35000,Unknown,0,0,1997-03-21,None,3,Lori
,RAINBOW LORI ,FEMALE,2022-01-01,20000,Unknown,0,0,1997-03-21,None,3,Lori
,RAINBOW LORI ,FEMALE,2022-01-01,20000,Unknown,0,0,1997-03-21,None,3,Lori
,RAINBOW LORI ,MALE,2022-01-01,20000,Unknown,0,0,1997-03-21,None,3,Lori
,RAINBOW LORI ,MALE,2022-01-01,20000,Unknown,0,0,1997-03-21,None,3,Lori
,RED BELLIED MACAW ,FEMALE,2022-01-01,75000,Unknown,0,0,1997-03-21,None,3,Macaw
,RED BELLIED MACAW ,MALE,2022-01-01,75000,Unknown,0,0,1997-03-21,None,3,Macaw
,RED COLLARED LORI ,FEMALE,2022-01-01,20000,Unknown,0,0,1997-03-21,None,3,Lori
,RED COLLARED LORI ,MALE,2022-01-01,20000,Unknown,0,0,1997-03-21,None,3,Lori
,ROSENBERG LORI ,FEMALE,2022-01-01,100000,Unknown,0,0,1997-03-21,None,3,Lori
,ROSENBERG LORI ,FEMALE,2022-01-01,100000,Unknown,0,0,1997-03-21,None,3,Lori
,ROSENBERG LORI ,MALE,2022-01-01,100000,Unknown,0,0,1997-03-21,None,3,Lori
,ROSENBERG LORI ,MALE,2022-01-01,100000,Unknown,0,0,1997-03-21,None,3,Lori
,SEVERE MACAW ,FEMALE,2022-01-01,75000,Unknown,0,0,1997-03-21,None,3,Macaw
,SEVERE MACAW ,MALE,2022-01-01,75000,Unknown,0,0,1997-03-21,None,3,Macaw
,YELLOW BACK CHATTERING LORI ,FEMALE,2022-01-01,75000,Unknown,0,0,1997-03-21,None,3,Lori
,YELLOW BACK CHATTERING LORI ,FEMALE,2022-01-01,75000,Unknown,0,0,1997-03-21,None,3,Lori
,YELLOW BACK CHATTERING LORI ,FEMALE,2022-01-01,75000,Unknown,0,0,1997-03-21,None,3,Lori
,YELLOW BACK CHATTERING LORI ,MALE,2022-01-01,75000,Unknown,0,0,1997-03-21,None,3,Lori
,YELLOW BACK CHATTERING LORI ,MALE,2022-01-01,75000,Unknown,0,0,1997-03-21,None,3,Lori
,YELLOW BACK CHATTERING LORI ,MALE,2022-01-01,75000,Unknown,0,0,1997-03-21,None,3,Lori
,BLUE AND GOLD MACAW ,FEMALE,2021-01-01,167500,Unknown,0,0,1997-03-21,None,3,Macaw
,BLUE AND GOLD MACAW ,FEMALE,2021-01-01,150000,Unknown,0,0,1997-03-21,None,3,Macaw
,BLUE AND GOLD MACAW ,FEMALE,2021-01-01,150000,Unknown,0,0,1997-03-21,None,3,Macaw
,BLUE AND GOLD MACAW ,MALE,2021-01-01,150000,Unknown,0,0,1997-03-21,None,3,Macaw
,BLUE AND GOLD MACAW ,MALE,2021-01-01,150000,Unknown,0,0,1997-03-21,None,3,Macaw
,BLUE AND GOLD MACAW ,MALE,2021-01-01,167500,Unknown,0,0,1997-03-21,None,3,Macaw
,CROWN PIGEON ,FEMALE,2021-01-01,500000,Unknown,0,0,1997-03-21,None,3,Other
,CROWN PIGEON ,MALE,2021-01-01,500000,Unknown,0,0,1997-03-21,None,3,Other
,OLIVE SWAINSON LORI ,FEMALE,2020-01-01,37500,Unknown,0,0,1997-03-21,None,3,Lori
,RED AND BLUE LORI ,FEMALE,2020-01-01,100000,Unknown,0,0,1997-03-21,None,3,Lori
,RED AND BLUE LORI ,FEMALE,2020-01-01,100000,Unknown,0,0,1997-03-21,None,3,Lori
,RED AND BLUE LORI ,MALE,2020-01-01,100000,Unknown,0,0,1997-03-21,None,3,Lori
,RED AND BLUE LORI ,MALE,2020-01-01,100000,Unknown,0,0,1997-03-21,None,3,Lori
,VOILET NECKED LORI ,FEMALE,2020-01-01,60000,Unknown,0,0,1997-03-21,None,3,Lori
,VOILET NECKED LORI ,MALE,2020-01-01,60000,Unknown,0,0,1997-03-21,None,3,Lori
,YELLOW BIBBED LORI ,FEMALE,2020-01-01,75000,Unknown,0,0,1997-03-21,None,3,Lori
,YELLOW BIBBED LORI ,MALE,2020-01-01,75000,Unknown,0,0,1997-03-21,None,3,Lori
,BLACK CAP LORI ,FEMALE,2019-01-01,42500,Unknown,0,0,1997-03-21,None,3,Lori
,BLACK CAP LORI ,MALE,2019-01-01,42500,Unknown,0,0,1997-03-21,None,3,Lori
,BLACK LORI ,FEMALE,2019-01-01,55000,Unknown,0,0,1997-03-21,None,3,Lori
,BLACK LORI ,MALE,2019-01-01,55000,Unknown,0,0,1997-03-21,None,3,Lori
,BLACK WINGED LORI ,FEMALE,2019-01-01,55000,Unknown,0,0,1997-03-21,None,3,Lori
,BLACK WINGED LORI ,FEMALE,2019-01-01,55000,Unknown,0,0,1997-03-21,None,3,Lori
,BLACK WINGED LORI ,MALE,2019-01-01,55000,Unknown,0,0,1997-03-21,None,3,Lori
,BLACK WINGED LORI ,MALE,2019-01-01,55000,Unknown,0,0,1997-03-21,None,3,Lori
,BLUE STREAK LORI ,FEMALE,2019-01-01,37500,Unknown,0,0,1997-03-21,None,3,Lori
,BLUE STREAK LORI ,MALE,2019-01-01,37500,Unknown,0,0,1997-03-21,None,3,Lori
,DUSKY LORI ,FEMALE,2019-01-01,45000,Unknown,0,0,1997-03-21,None,3,Lori
,DUSKY LORI ,MALE,2019-01-01,45000,Unknown,0,0,1997-03-21,None,3,Lori
,RED LORI ,FEMALE,2019-01-01,35000,Unknown,0,0,1997-03-21,None,3,Lori
,RED LORI ,FEMALE,2019-01-01,35000,Unknown,0,0,1997-03-21,None,3,Lori
,RED LORI ,MALE,2019-01-01,35000,Unknown,0,0,1997-03-21,None,3,Lori
,RED LORI ,MALE,2019-01-01,35000,Unknown,0,0,1997-03-21,None,3,Lori
,TIMNEH GREY PARROT ,FEMALE,2019-01-01,37500,Unknown,0,0,1997-03-21,None,3,Parrot
,TIMNEH GREY PARROT ,FEMALE,2019-01-01,37500,Unknown,0,0,1997-03-21,None,3,Parrot
,TIMNEH GREY PARROT ,MALE,2019-01-01,37500,Unknown,0,0,1997-03-21,None,3,Parrot
,TIMNEH GREY PARROT ,MALE,2019-01-01,37500,Unknown,0,0,1997-03-21,None,3,Parrot
,YELLOW STREAK LORI ,FEMALE,2019-01-01,50000,Unknown,0,0,1997-03-21,None,3,Lori
,YELLOW STREAK LORI ,FEMALE,2019-01-01,50000,Unknown,0,0,1997-03-21,None,3,Lori
,YELLOW STREAK LORI ,MALE,2019-01-01,50000,Unknown,0,0,1997-03-21,None,3,Lori
,YELLOW STREAK LORI ,MALE,2019-01-01,50000,Unknown,0,0,1997-03-21,None,3,Lori
,BLACK CAP LORI ,FEMALE,2018-01-01,42500,Unknown,0,0,1997-03-21,None,3,Lori
,BLACK CAP LORI ,MALE,2018-01-01,42500,Unknown,0,0,1997-03-21,None,3,Lori
,BROWN LORI ,FEMALE,2018-01-01,45000,Unknown,0,0,1997-03-21,None,3,Lori
,BROWN LORI ,FEMALE,2018-01-01,45000,Unknown,0,0,1997-03-21,None,3,Lori
,BROWN LORI ,MALE,2018-01-01,45000,Unknown,0,0,1997-03-21,None,3,Lori
,BROWN LORI ,MALE,2018-01-01,45000,Unknown,0,0,1997-03-21,None,3,Lori
,GREEN WING MACAW ,FEMALE,2017-01-01,165000,Unknown,0,2,1997-03-21,None,0,Macaw
,GREEN WING MACAW ,MALE,2017-01-01,165000,Unknown,0,2,1997-03-21,None,0,Macaw
,COCONUT LORI ,FEMALE,2017-01-01,37500,Unknown,0,0,1997-03-21,None,3,Lori
,COCONUT LORI ,MALE,2017-01-01,37500,Unknown,0,0,1997-03-21,None,3,Lori
,BLUE AND GOLD MACAW ,FEMALE,2016-01-01,137500,Unknown,0,0,1997-03-21,None,3,Macaw
,BLUE AND GOLD MACAW ,MALE,2016-01-01,137500,Unknown,0,0,1997-03-21,None,3,Macaw
,CARDINAL LORI ,FEMALE,2016-01-01,67500,Unknown,0,0,1997-03-21,None,3,Lori
,CARDINAL LORI ,FEMALE,2016-01-01,67500,Unknown,0,0,1997-03-21,None,3,Lori
,CARDINAL LORI ,MALE,2016-01-01,67500,Unknown,0,0,1997-03-21,None,3,Lori
,TIMNEH GREY PARROT ,FEMALE,2016-01-01,22500,Unknown,0,0,1997-03-21,None,3,Parrot
,TIMNEH GREY PARROT ,MALE,2016-01-01,22500,Unknown,0,0,1997-03-21,None,3,Parrot
,BLACK CAP LORI ,MALE,2014-01-01,42500,Unknown,0,0,1997-03-21,None,3,Lori
,TIMNEH GREY PARROT ,FEMALE,2014-01-01,22500,Unknown,0,0,1997-03-21,None,3,Parrot
,TIMNEH GREY PARROT ,MALE,2014-01-01,22500,Unknown,0,0,1997-03-21,None,3,Parrot
,RAINBOW LORI ,FEMALE,2013-01-01,20000,Unknown,0,0,1997-03-21,None,3,Lori
,RAINBOW LORI ,MALE,2013-01-01,20000,Unknown,0,0,1997-03-21,None,3,Lori
,BLACK CAP LORI ,FEMALE,2008-01-01,42500,Unknown,0,0,1997-03-21,None,3,Lori
