ID,Bird species,Gender,Purchase Date,Purchase Cost,Purchased From,Weight at Purchase,Age at Purchase,Hatched Date,Remark,Breeding at Purchase,Subspecies
,BLUE AND GOLD MACAW ,FEMALE,01-01-2021,167500,Unknown,0,0,1997-03-21,None,3,Macaw
,BLUE AND GOLD MACAW ,FEMALE,01-01-2021,150000,Unknown,0,0,1997-03-21,None,3,Macaw
,BLUE AND GOLD MACAW ,FEMALE,01-01-2021,150000,Unknown,0,0,1997-03-21,None,3,Macaw
,BLUE AND GOLD MACAW ,FEMALE,01-01-2016,137500,Unknown,0,0,1997-03-21,None,3,Macaw
,BLUE AND GOLD MACAW ,MALE,01-01-2016,137500,Unknown,0,0,1997-03-21,None,3,Macaw
,BLUE AND GOLD MACAW ,MALE,01-01-2021,150000,Unknown,0,0,1997-03-21,None,3,Macaw
,BLUE AND GOLD MACAW ,MALE,01-01-2021,150000,Unknown,0,0,1997-03-21,None,3,Macaw
,BLUE AND GOLD MACAW ,MALE,01-01-2021,167500,Unknown,0,0,1997-03-21,None,3,Macaw
,BLUE AND GOLD MACAW ,MALE,01-01-2023,150000,Unknown,0,0,1997-03-21,None,3,Macaw
,BLUE FRONTED AMAZON ,FEMALE,01-01-2024,75000,Unknown,0,0,1997-03-21,None,3,Amazon
,BLUE FRONTED AMAZON ,FEMALE,01-01-2024,75000,Unknown,0,0,1997-03-21,None,3,Amazon
,BLUE FRONTED AMAZON ,MALE,01-01-2024,75000,Unknown,0,0,1997-03-21,None,3,Amazon
,BLUE STREAK LORI ,FEMALE,3/21/1997,3/21/1997,Unknown,0,0,01-01-2024,None,3,Lori
,BLUE STREAK LORI ,FEMALE,01-01-2019,37500,Unknown,0,0,1997-03-21,None,3,Lori
,BLUE STREAK LORI ,MALE,3/21/1997,3/21/1997,Unknown,0,0,01-01-2024,None,3,Lori
,BLUE STREAK LORI ,MALE,01-01-2019,37500,Unknown,0,0,1997-03-21,None,3,Lori
,BLUE THROATED MACAW ,FEMALE,01-01-2023,612500,Unknown,0,1,1997-03-21,None,3,Macaw
,BLUE THROATED MACAW ,MALE,01-01-2023,612500,Unknown,0,1,1997-03-21,None,3,Macaw
,BRONZE WINGED PIONUS ,FEMALE,01-01-2024,52500,Unknown,0,0,1997-03-21,None,3,Pionus
,BRONZE WINGED PIONUS ,FEMALE,01-01-2024,52500,Unknown,0,0,1997-03-21,None,3,Pionus
,BRONZE WINGED PIONUS ,FEMALE,01-01-2024,75000,Unknown,0,0,1997-03-21,None,3,Pionus
,BRONZE WINGED PIONUS ,MALE,01-01-2024,75000,Unknown,0,0,1997-03-21,None,3,Pionus
,BROWN LORI ,FEMALE,01-01-2018,45000,Unknown,0,0,1997-03-21,None,3,Lori
,BROWN LORI ,FEMALE,01-01-2018,45000,Unknown,0,0,1997-03-21,None,3,Lori
,BROWN LORI ,MALE,01-01-2018,45000,Unknown,0,0,1997-03-21,None,3,Lori
,BROWN LORI ,MALE,01-01-2018,45000,Unknown,0,0,1997-03-21,None,3,Lori
,BUFFON MACAW ,FEMALE,01-01-2023,1000000,Unknown,0,0,1997-03-21,None,3,Macaw
,BUFFON MACAW ,MALE,01-01-2023,1000000,Unknown,0,0,1997-03-21,None,3,Macaw
,CARDINAL LORI ,FEMALE,01-01-2016,67500,Unknown,0,0,1997-03-21,None,3,Lori
,CARDINAL LORI ,FEMALE,01-01-2016,67500,Unknown,0,0,1997-03-21,None,3,Lori
,CARDINAL LORI ,MALE,01-01-2016,67500,Unknown,0,0,1997-03-21,None,3,Lori
,CHATTERING LORI ,FEMALE,01-01-2023,55000,Unknown,0,0,1997-03-21,None,3,Lori
,CITRON CRESTED COCKATOO ,FEMALE,01-01-2024,600000,Unknown,0,0,1997-03-21,None,3,Cockatoo
,CITRON CRESTED COCKATOO ,MALE,01-01-2022,150000,Unknown,0,0,1997-03-21,None,3,Cockatoo
,COCONUT LORI ,FEMALE,01-01-2017,37500,Unknown,0,0,1997-03-21,None,3,Lori
,COCONUT LORI ,FEMALE,3/21/1997,3/21/1997,Unknown,0,0,1,None,3,Lori
,COCONUT LORI ,FEMALE,3/21/1997,3/21/1997,Unknown,0,0,1,None,3,Lori
,COCONUT LORI ,MALE,01-01-2017,37500,Unknown,0,0,1997-03-21,None,3,Lori
,COCONUT LORI ,MALE,3/21/1997,0,Unknown,0,0,1,None,3,Lori
,COCONUT LORI ,MALE,3/21/1997,0,Unknown,0,0,1,None,3,Lori
,CRIMSON WINGED PARROT ,FEMALE,01-01-2024,17500,Unknown,0,0,1997-03-21,None,3,Parrot
,CRIMSON WINGED PARROT ,MALE,01-01-2024,17500,Unknown,0,0,1997-03-21,None,3,Parrot
,CROWN PIGEON ,FEMALE,01-01-2021,500000,Unknown,0,0,1997-03-21,None,3,Other
,CROWN PIGEON ,MALE,01-01-2021,500000,Unknown,0,0,1997-03-21,None,3,Other
,CUBAN AMAZON ,FEMALE,01-01-2024,125000,Unknown,0,0,1997-03-21,None,3,Amazon
,CUBAN AMAZON ,FEMALE,01-01-2024,125000,Unknown,0,0,1997-03-21,None,3,Amazon
,CUBAN AMAZON ,MALE,01-01-2024,125000,Unknown,0,0,1997-03-21,None,3,Amazon
,CUBAN AMAZON ,MALE,01-01-2024,70000,Unknown,0,0,1997-03-21,None,3,Amazon
,DUCORPS COCKATOO ,FEMALE,01-01-2024,125000,Unknown,0,0,1997-03-21,None,3,Cockatoo
,DUCORPS COCKATOO ,MALE,01-01-2024,125000,Unknown,0,0,1997-03-21,None,3,Cockatoo
,DUSKY LORI ,FEMALE,01-01-2019,45000,Unknown,0,0,1997-03-21,None,3,Lori
,DUSKY LORI ,MALE,01-01-2019,45000,Unknown,0,0,1997-03-21,None,3,Lori
,DUSKY PIONUS ,FEMALE,01-01-2024,75000,Unknown,0,0,1997-03-21,None,3,Pionus
,DUSKY PIONUS ,FEMALE,01-01-2024,75000,Unknown,0,0,1997-03-21,None,3,Pionus
,DUSKY PIONUS ,FEMALE,01-01-2024,75000,Unknown,0,0,1997-03-21,None,3,Pionus
,DUSKY PIONUS ,MALE,01-01-2024,75000,Unknown,0,0,1997-03-21,None,3,Pionus
,DUSKY PIONUS ,MALE,01-01-2024,75000,Unknown,0,0,1997-03-21,None,3,Pionus
,DUSKY PIONUS ,MALE,01-01-2024,75000,Unknown,0,0,1997-03-21,None,3,Pionus
,ECLECTUS PARROT ,FEMALE,01-01-2023,100000,Unknown,0,0,1997-03-21,None,3,Parrot
,ECLECTUS PARROT ,MALE,01-01-2023,100000,Unknown,0,0,1997-03-21,None,3,Parrot
,FORESTENS LORI ,FEMALE,3/21/1997,3/21/1997,Unknown,0,0,01-01-2024,None,3,Lori
,FORESTENS LORI ,FEMALE,3/21/1997,3/21/1997,Unknown,0,0,01-01-2024,None,3,Lori
,FORESTENS LORI ,FEMALE,3/21/1997,3/21/1997,Unknown,0,0,01-01-2024,None,3,Lori
,FORESTENS LORI ,FEMALE,3/21/1997,3/21/1997,Unknown,0,0,01-01-2024,None,3,Lori
,FORESTENS LORI ,FEMALE,3/21/1997,3/21/1997,Unknown,0,0,01-01-2024,None,3,Lori
,FORESTENS LORI ,FEMALE,3/21/1997,3/21/1997,Unknown,0,0,01-01-2024,None,3,Lori
,FORESTENS LORI ,FEMALE,1997-03-21,37500,Unknown,0,0,1997-03-21,None,3,Lori
,FORESTENS LORI ,FEMALE,1997-03-21,37500,Unknown,0,0,1997-03-21,None,3,Lori
,FORESTENS LORI ,FEMALE,1997-03-21,37500,Unknown,0,0,1997-03-21,None,3,Lori
,FORESTENS LORI ,FEMALE,1997-03-21,37500,Unknown,0,0,1997-03-21,None,3,Lori
,FORESTENS LORI ,FEMALE,1997-03-21,37500,Unknown,0,0,1997-03-21,None,3,Lori
,FORESTENS LORI ,MALE,1997-03-21,37500,Unknown,0,0,1997-03-21,None,3,Lori
,FORESTENS LORI ,MALE,1997-03-21,37500,Unknown,0,0,1997-03-21,None,3,Lori
,FORESTENS LORI ,MALE,1997-03-21,37500,Unknown,0,0,1997-03-21,None,3,Lori
,FORESTENS LORI ,MALE,1997-03-21,37500,Unknown,0,0,1997-03-21,None,3,Lori
,FORESTENS LORI ,MALE,1997-03-21,37500,Unknown,0,0,1997-03-21,None,3,Lori
,GOFFINS COCKATOO ,FEMALE,01-01-2023,57000,Unknown,0,0,1997-03-21,None,3,Cockatoo
,GOFFINS COCKATOO ,MALE,01-01-2023,57000,Unknown,0,0,1997-03-21,None,3,Cockatoo
,GOLDIES LORI ,FEMALE,01-01-2024,45000,Unknown,0,0,1997-03-21,None,3,Lori
,GOLDIES LORI ,MALE,01-01-2023,65000,Unknown,0,0,1997-03-21,None,3,Lori
,GOLDIES LORI ,MALE,01-01-2024,45000,Unknown,0,0,1997-03-21,None,3,Lori
,HANHNS MACAW ,FEMALE,01-01-2023,50000,Unknown,0,0,1997-03-21,None,3,Macaw
,HANHNS MACAW ,FEMALE,01-01-2023,50000,Unknown,0,0,1997-03-21,None,3,Macaw
,HANHNS MACAW ,FEMALE,01-01-2023,50000,Unknown,0,0,1997-03-21,None,3,Macaw
,HANHNS MACAW ,MALE,01-01-2023,50000,Unknown,0,0,1997-03-21,None,3,Macaw
,HANHNS MACAW ,MALE,01-01-2023,50000,Unknown,0,0,1997-03-21,None,3,Macaw
,HANHNS MACAW ,MALE,01-01-2023,50000,Unknown,0,0,1997-03-21,None,3,Macaw
,ILLIGER MACAW ,FEMALE,01-01-2022,75000,Unknown,0,0,1997-03-21,None,3,Macaw
,ILLIGER MACAW ,MALE,01-01-2022,75000,Unknown,0,0,1997-03-21,None,3,Macaw
,LESSER SULPHUR CRESTED COCKATOO ,FEMALE,01-01-2024,300000,Unknown,0,0,1997-03-21,None,3,Cockatoo
,LESSER SULPHUR CRESTED COCKATOO ,MALE,01-01-2024,300000,Unknown,0,0,1997-03-21,None,3,Cockatoo
,LILAC CROWNED AMAZON ,FEMALE,01-01-2023,150000,Unknown,0,0,1997-03-21,None,3,Amazon
,LILAC CROWNED AMAZON ,MALE,01-01-2023,150000,Unknown,0,0,1997-03-21,None,3,Amazon
,MA1997-03-21IMILLIAN PIONUS ,FEMALE,01-01-2022,35000,Unknown,0,0,1997-03-21,None,3,Pionus
,MA1997-03-21IMILLIAN PIONUS ,FEMALE,01-01-2023,42500,Unknown,0,0,1997-03-21,None,3,Pionus
,MA1997-03-21IMILLIAN PIONUS ,MALE,01-01-2023,42500,Unknown,0,0,1997-03-21,None,3,Pionus
,MA1997-03-21IMILLIAN PIONUS ,MALE,01-01-2022,35000,Unknown,0,0,1997-03-21,None,3,Pionus
,MA1997-03-21IMILLIAN PIONUS ,MALE,01-01-2022,35000,Unknown,0,0,1997-03-21,None,3,Pionus
,MA1997-03-21IMILLIAN PIONUS ,MALE,3/21/1997,0,Unknown,0,0,1,None,3,Pionus
,MILITARY MACAW ,FEMALE,01-01-2023,1000000,Unknown,0,0,1997-03-21,None,3,Macaw
,MILITARY MACAW ,MALE,01-01-2023,1000000,Unknown,0,0,1997-03-21,None,3,Macaw
,MULLUCAN COCKATOO ,FEMALE,01-01-2023,350000,Unknown,0,0,1997-03-21,None,3,Cockatoo
,MULLUCAN COCKATOO ,MALE,01-01-2023,350000,Unknown,0,0,1997-03-21,None,3,Cockatoo
,OLIVE SWAINSON LORI ,FEMALE,01-01-2022,37500,Unknown,0,0,1997-03-21,None,3,Lori
,OLIVE SWAINSON LORI ,FEMALE,01-01-2020,37500,Unknown,0,0,1997-03-21,None,3,Lori
,OLIVE SWAINSON LORI ,MALE,01-01-2022,37500,Unknown,0,0,1997-03-21,None,3,Lori
,OLIVE SWAINSON LORI ,MALE,01-01-2022,37500,Unknown,0,0,1997-03-21,None,3,Lori
,PERFECT LORI ,FEMALE,01-01-2022,40000,Unknown,0,0,1997-03-21,None,3,Lori
,PERFECT LORI ,MALE,01-01-2022,35000,Unknown,0,0,1997-03-21,None,3,Lori
,RAINBOW LORI ,FEMALE,01-01-2022,20000,Unknown,0,0,1997-03-21,None,3,Lori
,RAINBOW LORI ,FEMALE,01-01-2022,20000,Unknown,0,0,1997-03-21,None,3,Lori
,RAINBOW LORI ,FEMALE,01-01-2013,20000,Unknown,0,0,1997-03-21,None,3,Lori
,RAINBOW LORI ,MALE,01-01-2013,20000,Unknown,0,0,1997-03-21,None,3,Lori
,RAINBOW LORI ,MALE,01-01-2022,20000,Unknown,0,0,1997-03-21,None,3,Lori
,RAINBOW LORI ,MALE,01-01-2022,20000,Unknown,0,0,1997-03-21,None,3,Lori
,RED AND BLUE LORI ,FEMALE,01-01-2020,100000,Unknown,0,0,1997-03-21,None,3,Lori
,RED AND BLUE LORI ,FEMALE,01-01-2020,100000,Unknown,0,0,1997-03-21,None,3,Lori
,RED AND BLUE LORI ,MALE,01-01-2020,100000,Unknown,0,0,1997-03-21,None,3,Lori
,RED AND BLUE LORI ,MALE,01-01-2020,100000,Unknown,0,0,1997-03-21,None,3,Lori
,RED BELLIED MACAW ,FEMALE,01-01-2022,75000,Unknown,0,0,1997-03-21,None,3,Macaw
,RED BELLIED MACAW ,MALE,01-01-2022,75000,Unknown,0,0,1997-03-21,None,3,Macaw
,RED COLLARED LORI ,FEMALE,01-01-2022,20000,Unknown,0,0,1997-03-21,None,3,Lori
,RED COLLARED LORI ,MALE,01-01-2022,20000,Unknown,0,0,1997-03-21,None,3,Lori
,RED FRONTTED MACAW ,FEMALE,01-01-2023,850000,Unknown,0,0,1997-03-21,None,3,Macaw
,RED FRONTTED MACAW ,MALE,01-01-2023,850000,Unknown,0,0,1997-03-21,None,3,Macaw
,RED LORED AMAZON ,FEMALE,01-01-2023,110000,Unknown,0,0,1997-03-21,None,3,Amazon
,RED LORED AMAZON ,MALE,01-01-2023,110000,Unknown,0,0,1997-03-21,None,3,Amazon
,RED LORI ,FEMALE,01-01-2019,35000,Unknown,0,0,1997-03-21,None,3,Lori
,RED LORI ,FEMALE,01-01-2023,42500,Unknown,0,0,1997-03-21,None,3,Lori
,RED LORI ,FEMALE,01-01-2019,35000,Unknown,0,0,1997-03-21,None,3,Lori
,RED LORI ,FEMALE,01-01-2023,42500,Unknown,0,0,1997-03-21,None,3,Lori
,RED LORI ,MALE,01-01-2019,35000,Unknown,0,0,1997-03-21,None,3,Lori
,RED LORI ,MALE,01-01-2023,42500,Unknown,0,0,1997-03-21,None,3,Lori
,RED LORI ,MALE,01-01-2019,35000,Unknown,0,0,1997-03-21,None,3,Lori
,RED LORI ,MALE,01-01-2023,42500,Unknown,0,0,1997-03-21,None,3,Lori
,ROSENBERG LORI ,FEMALE,01-01-2022,100000,Unknown,0,0,1997-03-21,None,3,Lori
,ROSENBERG LORI ,FEMALE,01-01-2022,100000,Unknown,0,0,1997-03-21,None,3,Lori
,ROSENBERG LORI ,MALE,01-01-2022,100000,Unknown,0,0,1997-03-21,None,3,Lori
,ROSENBERG LORI ,MALE,01-01-2022,100000,Unknown,0,0,1997-03-21,None,3,Lori
,SCALLY BREASTED LORI ,FEMALE,01-01-2024,90000,Unknown,0,0,1997-03-21,None,3,Lori
,SCALLY BREASTED LORI ,FEMALE,01-01-2024,35000,Unknown,0,0,1997-03-21,None,3,Lori
,SCALLY BREASTED LORI ,FEMALE,01-01-2024,20000,Unknown,0,0,1997-03-21,None,3,Lori
,SCALLY BREASTED LORI ,FEMALE,01-01-2024,20000,Unknown,0,0,1997-03-21,None,3,Lori
,SCALLY BREASTED LORI ,MALE,01-01-2024,90000,Unknown,0,0,1997-03-21,None,3,Lori
,SCALLY BREASTED LORI ,MALE,01-01-2024,10000,Unknown,0,0,1997-03-21,None,3,Lori
,SCALLY BREASTED LORI ,MALE,01-01-2024,10000,Unknown,0,0,1997-03-21,None,3,Lori
,SCALLY BREASTED LORI ,MALE,01-01-2024,20000,Unknown,0,0,1997-03-21,None,3,Lori
,SCARLET MACAW ,FEMALE,01-01-2023,1000000,Unknown,0,0,1997-03-21,None,3,Macaw
,SCARLET MACAW ,FEMALE,01-01-2023,1000000,Unknown,0,0,1997-03-21,None,3,Macaw
,SCARLET MACAW ,FEMALE,01-01-2023,1000000,Unknown,0,0,1997-03-21,None,3,Macaw
,SCARLET MACAW ,FEMALE,01-01-2023,600000,Unknown,0,0,1997-03-21,None,3,Macaw
,SCARLET MACAW ,FEMALE,01-01-2023,775000,Unknown,0,0,1997-03-21,None,3,Macaw
,SCARLET MACAW ,FEMALE,01-01-2024,800000,Unknown,0,0,1997-03-21,None,3,Macaw
,SCARLET MACAW ,MALE,01-01-2023,1000000,Unknown,0,0,1997-03-21,None,3,Macaw
,SCARLET MACAW ,MALE,01-01-2023,1000000,Unknown,0,0,1997-03-21,None,3,Macaw
,SCARLET MACAW ,MALE,01-01-2023,1000000,Unknown,0,0,1997-03-21,None,3,Macaw
,SCARLET MACAW ,MALE,01-01-2023,1000000,Unknown,0,0,1997-03-21,None,3,Macaw
,SCARLET MACAW ,MALE,01-01-2023,600000,Unknown,0,0,1997-03-21,None,3,Macaw
,SCARLET MACAW ,MALE,01-01-2023,775000,Unknown,0,0,1997-03-21,None,3,Macaw
,SEVERE MACAW ,FEMALE,01-01-2023,90000,Unknown,0,0,1997-03-21,None,3,Macaw
,SEVERE MACAW ,FEMALE,01-01-2022,75000,Unknown,0,0,1997-03-21,None,3,Macaw
,SEVERE MACAW ,MALE,01-01-2023,90000,Unknown,0,0,1997-03-21,None,3,Macaw
,SEVERE MACAW ,MALE,01-01-2022,75000,Unknown,0,0,1997-03-21,None,3,Macaw
,SOUTHERN MEALY AMAZON ,FEMALE,01-01-2023,65000,Unknown,0,0,1997-03-21,None,3,Amazon
,SOUTHERN MEALY AMAZON ,MALE,01-01-2023,65000,Unknown,0,0,1997-03-21,None,3,Amazon
,STELLA LORI ,FEMALE,01-01-2023,170000,Unknown,0,0,1997-03-21,None,3,Lori
,STELLA LORI ,FEMALE,01-01-2023,170000,Unknown,0,0,1997-03-21,None,3,Lori
,STELLA LORI ,MALE,01-01-2023,170000,Unknown,0,0,1997-03-21,None,3,Lori
,TIMNEH GREY PARROT ,FEMALE,01-01-2019,37500,Unknown,0,0,1997-03-21,None,3,Parrot
,TIMNEH GREY PARROT ,FEMALE,01-01-2019,37500,Unknown,0,0,1997-03-21,None,3,Parrot
,TIMNEH GREY PARROT ,FEMALE,01-01-2016,22500,Unknown,0,0,1997-03-21,None,3,Parrot
,TIMNEH GREY PARROT ,FEMALE,01-01-2014,22500,Unknown,0,0,1997-03-21,None,3,Parrot
,TIMNEH GREY PARROT ,MALE,01-01-2014,22500,Unknown,0,0,1997-03-21,None,3,Parrot
,TIMNEH GREY PARROT ,MALE,01-01-2016,22500,Unknown,0,0,1997-03-21,None,3,Parrot
,TIMNEH GREY PARROT ,MALE,01-01-2019,37500,Unknown,0,0,1997-03-21,None,3,Parrot
,TIMNEH GREY PARROT ,MALE,01-01-2019,37500,Unknown,0,0,1997-03-21,None,3,Parrot
,UMBRELLA COCKATOO ,FEMALE,01-01-2023,190000,Unknown,0,0,1997-03-21,None,3,Cockatoo
,UMBRELLA COCKATOO ,FEMALE,01-01-2023,165000,Unknown,0,0,1997-03-21,None,3,Cockatoo
,UMBRELLA COCKATOO ,MALE,01-01-2023,190000,Unknown,0,0,1997-03-21,None,3,Cockatoo
,UMBRELLA COCKATOO ,MALE,01-01-2023,165000,Unknown,0,0,1997-03-21,None,3,Cockatoo
,VOILET NECKED LORI ,FEMALE,01-01-2020,60000,Unknown,0,0,1997-03-21,None,3,Lori
,VOILET NECKED LORI ,FEMALE,01-01-2023,60000,Unknown,0,0,1997-03-21,None,3,Lori
,VOILET NECKED LORI ,FEMALE,01-01-2023,67500,Unknown,0,0,01-01-2022,None,3,Lori
,VOILET NECKED LORI ,MALE,01-01-2020,60000,Unknown,0,0,1997-03-21,None,3,Lori
,VOILET NECKED LORI ,MALE,01-01-2023,60000,Unknown,0,0,1997-03-21,None,3,Lori
,VOILET NECKED LORI ,MALE,01-01-2023,67500,Unknown,0,0,01-01-2022,None,3,Lori
,WHITE FRONTED PIONUS ,FEMALE,3/21/1997,0,Unknown,0,0,1,None,3,Pionus
,WHITE FRONTED PIONUS ,FEMALE,3/21/1997,0,Unknown,0,0,1,None,3,Pionus
,WHITE FRONTED PIONUS ,FEMALE,01-01-2023,45000,Unknown,0,0,1997-03-21,None,3,Pionus
,WHITE FRONTED PIONUS ,MALE,01-01-2023,45000,Unknown,0,0,1997-03-21,None,3,Pionus
,WHITE FRONTED PIONUS ,MALE,3/21/1997,0,Unknown,0,0,1,None,3,Pionus
,WHITE SPECTACALLED AMAZON ,FEMALE,01-01-2023,70000,Unknown,0,0,1997-03-21,None,3,Amazon
,WHITE SPECTACALLED AMAZON ,FEMALE,1997-03-21,45000,Unknown,0,0,1997-03-21,None,3,Amazon
,WHITE SPECTACALLED AMAZON ,FEMALE,1997-03-21,35000,Unknown,0,0,1997-03-21,None,3,Amazon
,WHITE SPECTACALLED AMAZON ,FEMALE,1997-03-21,30000,Unknown,0,0,1997-03-21,None,3,Amazon
,WHITE SPECTACALLED AMAZON ,MALE,01-01-2023,70000,Unknown,0,0,1997-03-21,None,3,Amazon
,WHITE SPECTACALLED AMAZON ,MALE,1997-03-21,35000,Unknown,0,0,1997-03-21,None,3,Amazon
,WHITE SPECTACALLED AMAZON ,MALE,01-01-2024,30000,Unknown,0,0,1997-03-21,None,3,Amazon
,WHITE SPECTACALLED AMAZON ,MALE,01-01-2024,30000,Unknown,0,0,1997-03-21,None,3,Amazon
,YELLOW BACK CHATTERING LORI ,FEMALE,01-01-2022,75000,Unknown,0,0,1997-03-21,None,3,Lori
,YELLOW BACK CHATTERING LORI ,FEMALE,01-01-2022,75000,Unknown,0,0,1997-03-21,None,3,Lori
,YELLOW BACK CHATTERING LORI ,FEMALE,01-01-2022,75000,Unknown,0,0,1997-03-21,None,3,Lori
,YELLOW BACK CHATTERING LORI ,FEMALE,01-01-2023,50000,Unknown,0,0,1997-03-21,None,3,Lori
,YELLOW BACK CHATTERING LORI ,MALE,01-01-2022,75000,Unknown,0,0,1997-03-21,None,3,Lori
,YELLOW BACK CHATTERING LORI ,MALE,01-01-2022,75000,Unknown,0,0,1997-03-21,None,3,Lori
,YELLOW BACK CHATTERING LORI ,MALE,01-01-2022,75000,Unknown,0,0,1997-03-21,None,3,Lori
,YELLOW BACK CHATTERING LORI ,MALE,01-01-2023,50000,Unknown,0,0,1997-03-21,None,3,Lori
,YELLOW BIBBED LORI ,FEMALE,01-01-2020,75000,Unknown,0,0,1997-03-21,None,3,Lori
,YELLOW BIBBED LORI ,MALE,01-01-2020,75000,Unknown,0,0,1997-03-21,None,3,Lori
,YELLOW STREAK LORI ,FEMALE,01-01-2019,50000,Unknown,0,0,1997-03-21,None,3,Lori
,YELLOW STREAK LORI ,FEMALE,01-01-2019,50000,Unknown,0,0,1997-03-21,None,3,Lori
,YELLOW STREAK LORI ,MALE,01-01-2019,50000,Unknown,0,0,1997-03-21,None,3,Lori
,YELLOW STREAK LORI ,MALE,01-01-2019,50000,Unknown,0,0,1997-03-21,None,3,Lori
